id,title,keywords,ratings,confidences,withdraw,review_lengths
oFoRPrl9CYX,Polarity is all you need to learn and transfer faster,"['Weight Polarity', 'Learning Efficiency', 'Transfer Learning', 'Bio-inspired AI']","[8, 5, 5, 3]","[3, 4, 4, 4]",0,"[916, 325, 649, 2126]"
jIu4hk04776,On the Geometry of Reinforcement Learning in Continuous State and Action Spaces,"['geometry', 'deep reinforcement learning', 'manifold']","[5, 5, 5, 6]","[4, 3, 4, 2]",0,"[704, 340, 635, 1129]"
p-cx6fK0rW9,Deep Invertible Approximation of Topologically Rich Maps between Manifolds,"['Manifold Learning', 'Universality', 'Inversion', 'Topology']","[3, 5, 1, 3]","[4, 3, 2, 4]",0,"[457, 397, 176, 1099]"
dQNL7Zsta3,Malign Overfitting: Interpolation and Invariance are Fundamentally at Odds,"['Invariance', 'Overparameterization', 'Fairness', 'Robustness', 'Benign Overfitting']","[6, 3, 6, 5, 8]","[3, 3, 4, 4, 5]",0,"[1325, 661, 293, 314, 683]"
aRTKuscKByJ,Exploring and Exploiting Decision Boundary Dynamics for Adversarial Robustness,"['Adversarial Robustness', 'margin maximization', 'dynamical system']","[6, 6, 8, 5, 5]","[3, 3, 5, 3, 4]",0,"[323, 689, 838, 266, 456]"
FDlfFbnI7AR,Countering the Attack-Defense Complexity Gap for Robust Classifiers,"['adversarial attacks', 'adversarial robustness', 'computational complexity', 'dataset']","[3, 6, 6]","[5, 2, 3]",0,"[1004, 224, 585]"
iAPs7yMjjyQ,Evaluating Counterfactual Explainers,"['Explainability', 'Counterfactuals', 'XAI']","[6, 3, 5, 3]","[3, 4, 2, 4]",0,"[388, 731, 687, 685]"
OIe3kpwl40D,SMART: Sentences as Basic Units for Text Evaluation,"['summarization', 'evaluation']","[6, 5, 8, 5]","[4, 4, 4, 4]",0,"[766, 627, 314, 794]"
tKMLGb7MWC,A Reinforcement Learning Approach to Estimating Long-term Treatment Effects,"['reinforcement learning', 'off-policy evaluation', 'A/B testing']","[5, 3, 3, 6]","[3, 4, 4, 4]",0,"[239, 824, 504, 262]"
OpC-9aBBVJe,Sample-Efficient Reinforcement Learning by Breaking the Replay Ratio Barrier,"['reinforcement learning', 'sample efficiency', 'resets']","[8, 6, 6]","[4, 3, 5]",0,"[293, 821, 541]"
VEqj2fNC2Fw,Explaining  Image Classification through Knowledge-aware Neuron Interpretation,[],"[5, 3, 3]","[4, 3, 4]",0,"[327, 235, 1063]"
SZdfz5k7cd1,Tier Balancing: Towards Dynamic Fairness over Underlying Causal Factors,"['Algorithmic Fairness', 'Causality', 'Dynamic Modeling', 'Long-term Fairness']","[5, 3, 6, 6]","[3, 4, 3, 2]",0,"[682, 1290, 282, 373]"
xYWqSjBcGMl,Anamnesic Neural Differential Equations with Orthogonal Polynomial Projections,"['Neural ODEs', 'Time Series', 'Orthogonal Polynomials', 'Long-term memory', 'Representation Learning']","[6, 6, 1]","[4, 4, 5]",0,"[164, 279, 613]"
TUBpc5rqGA,Neural Design for Genetic Perturbation Experiments,"['genetiic perturbation experiments', 'gene disco', 'optimism', 'neural optimism']","[5, 5, 8, 6]","[2, 3, 4, 3]",0,"[322, 555, 481, 716]"
2iu9NhxX23,Conceptual SCAN: Learning With and About Rules,"['reasoning', 'compositional generalization', 'rule learning', 'semantic parsing', 'consistency']","[3, 6, 5]","[4, 4, 4]",0,"[205, 1252, 304]"
4QTrtR181T,An alternative approach to train neural networks using monotone variational inequality,"['monotone variational inequality', 'graph neural networks', 'neural network training']","[5, 3, 5, 5, 6]","[2, 3, 4, 3, 4]",0,"[435, 174, 415, 451, 621]"
yzE6LtZSHo,Have Missing Data? Make It Miss More! Imputing Tabular Data with Masked Autoencoding,"['Imputation', 'Tabular Data', 'Masked Autoencoder']","[6, 3, 5, 5]","[2, 4, 5, 4]",0,"[485, 237, 441, 522]"
-z7O7fk_Cs,Invertible normalizing flow neural networks by JKO scheme,"['Normalizing flow', 'invertible neural networks', 'JKO scheme']","[5, 3, 3, 5]","[4, 5, 4, 3]",0,"[727, 288, 730, 758]"
igF77jrKri,Unsupervised learning of features and object boundaries from local prediction,"['unsupervised learning', 'segmentation', 'prediction', 'Markov random field', 'objects']","[6, 5, 3, 3]","[3, 4, 3, 4]",0,"[239, 318, 280, 835]"
xYy2l4tiOe,Towards Causal Concepts for Explaining Language Models,"['NLP explainability', 'concept-based explanations', 'causality']","[5, 5, 3, 3]","[2, 3, 5, 4]",0,"[546, 574, 793, 896]"
jbd0I0-sdE,"TRIDE: A Temporal, Robust, and Informative Data Augmentation Framework for Disease Progression Modeling","['Temporal robustness', 'data augmentation', 'representation learning', 'language modeling', 'electronic health records']","[3, 3, 5, 3]","[5, 4, 5, 4]",0,"[910, 683, 382, 305]"
m8ll6ILyZW,Multi-Segmental Informational Coding for Self-Supervised Representation Learning,"['self-supervised learning', 'representation learning', 'unsupervised learning', 'deep learning']","[5, 5, 6]","[3, 4, 2]",0,"[606, 666, 387]"
rDVb_OgcQP,Rule-based policy regularization for reinforcement learning-based building control,"['deep reinforcement learning', 'batch reinforcement learning', 'buildings', 'HVAC']","[5, 6, 3]","[4, 4, 5]",0,"[330, 468, 389]"
UA34f_shAO,Neural Graphical Models,"['Graphical models', 'Deep learning', 'Learning Representations']","[3, 3, 3, 3]","[4, 4, 4, 3]",0,"[593, 466, 505, 740]"
45FFlw8N47,AUGMENTING ZERO-SHOT DENSE RETRIEVERS WITH PLUG-IN MIXTURE-OF-MEMORIES,"['Retrieval Augmented Language Model', 'Zero-shot Dense Retrieval', 'Mixture of Memory']","[5, 5, 5, 6]","[3, 3, 4, 2]",0,"[174, 414, 497, 280]"
R98ZfMt-jE,Efficient Discrete Multi Marginal Optimal Transport Regularization,"['optimal transport', 'multi-marginal', ""earth mover's distance"", 'fairness']","[6, 8, 5]","[3, 4, 4]",0,"[218, 247, 370]"
y81ppNf_vg,AutoTransfer: AutoML with Knowledge Transfer - An Application to Graph Neural Networks,"['Graph Neural Networks', 'AutoML', 'Knowledge Transfer']","[6, 6, 8]","[3, 4, 3]",0,"[323, 251, 551]"
dNyDCl2FsvM,Meta-learning from demonstrations improves compositional generalization,"['meta-learning', 'grounded language learning', 'compositional generalization']","[3, 3, 3, 3]","[4, 2, 3, 4]",0,"[667, 266, 682, 757]"
4zGai1tFQE,Deep Dependency Networks for Action Classification in Video,"['probabilistic graphical models', 'action classification', 'multi-label classification', 'combining probabilistic models with deep learning', 'end-to-end learning']","[6, 5, 3]","[3, 4, 4]",0,"[155, 281, 374]"
C0q9oBc3n4,Temporal Dependencies in Feature Importance for Time Series Prediction,"['time series', 'recurrent', 'explainability']","[8, 8, 6]","[3, 3, 3]",0,"[225, 251, 423]"
bjMNguuxbH,Peaks2Image: Reconstructing fMRI Statistical Maps from Peaks,[],"[5, 5, 5]","[3, 4, 3]",0,"[374, 365, 718]"
_o4JUv2lmD,Bridging the Gap between Semi-supervised and Supervised Continual Learning via Data Programming,"['continual learning', 'lifelong learning', 'semi-supervised learning']","[5, 5, 8, 5]","[2, 3, 4, 3]",0,"[191, 448, 348, 650]"
Tvms8xrZHyR,Characterizing the spectrum of the NTK via a power series expansion,"['neural tangent kernel', 'power series', 'Hermite coefficient', 'activation function', 'spectrum', 'input Gram matrix']","[8, 6, 3]","[3, 3, 4]",0,"[290, 556, 684]"
xSsW2Am-ukZ,Unmasking the Lottery Ticket Hypothesis: What's Encoded in a Winning Ticket's Mask?,"['linear mode connectivity', 'iterative magnitude pruning', 'loss landscape geometry', 'lottery ticket hypothesis', 'sparsity']","[6, 10, 6, 8]","[3, 4, 2, 3]",0,"[182, 552, 467, 163]"
tJbbQfw-5wv,A critical look at evaluation of GNNs under heterophily: Are we really making progress?,"['GNN', 'graph', 'node classification', 'heterophily', 'benchmark']","[6, 5, 6, 5]","[3, 5, 4, 4]",0,"[173, 838, 359, 227]"
Wc5bmZZU9cy,Dr.Spider: A Diagnostic Evaluation Benchmark towards Text-to-SQL Robustness,[],"[8, 8, 8, 8]","[3, 4, 2, 4]",0,"[477, 256, 377, 584]"
vw-5EgYbJZr,A Non-monotonic Self-terminating Language Model,"['non-terminating sequences', 'language modeling', 'sequence completion', 'decoding', 'consistency', 'self-terminating']","[8, 6, 6, 6]","[4, 4, 2, 4]",0,"[448, 564, 413, 626]"
PvOo1sHKzf,Counterfactual Memorization in Neural Language Models,"['memorization', 'influence', 'language models']","[3, 6, 3, 3]","[4, 4, 4, 3]",0,"[482, 211, 519, 333]"
5pU6126YRp,TT-Rules: Extracting & Optimizing Exact Rules of a CNN-Based Model - Application to Fairness,"['global & exact interpretability', 'convolutional neural-networks', 'rule-based model for fairness']","[3, 1, 3, 3]","[4, 4, 3, 4]",0,"[329, 794, 514, 335]"
dmWMfJeZMM,uGLAD: A deep learning model to recover conditional independence graphs,"['Graphical Lasso', 'Deep Learning', 'Unrolled Algorithms', 'Conditional Independence graphs', 'Sparse graphs']","[5, 3, 5]","[3, 4, 3]",0,"[203, 698, 167]"
TatRHT_1cK,Quantifying Memorization Across Neural Language Models,"['memorization', 'large language models', 'duplication']","[6, 8, 5, 5]","[4, 4, 4, 4]",0,"[133, 339, 535, 725]"
AWZgXGmsbA,Powderworld: A Platform for Understanding Generalization via Rich Task Distributions,"['reinforcement learning', 'environment', 'generalization', 'out-of-distribution', 'multi-task']","[8, 8, 8, 3]","[4, 3, 4, 4]",0,"[487, 467, 477, 455]"
bNPth9YMqZ,Federated Self-supervised Learning for Heterogeneous Clients,"['Federated Learning', 'Self-supervised Learning']","[3, 5, 6, 5]","[4, 4, 4, 3]",0,"[368, 307, 721, 383]"
_fiHdKjxfR,ContraSim -- A Similarity Measure Based on Contrastive Learning,"['Interpretability', 'similarity measure', 'analysis', 'language models', 'multilingual', 'image captioning']","[3, 3, 6, 8]","[5, 4, 3, 4]",0,"[537, 329, 124, 262]"
Qc_OopMEBnC,Learning to Segment from Noisy Annotations: A Spatial Correction Approach,[],"[5, 5, 6]","[3, 4, 5]",0,"[562, 388, 175]"
9jW_Oynp0au,PointConvFormer: Revenge of the Point-Based Convolution,[],"[5, 3, 3]","[4, 5, 3]",0,"[273, 465, 221]"
7bJizxLKrR,Measuring Forgetting of Memorized Training Examples,"['forgetting', 'memorization', 'membership inference', 'canary extraction', 'nondeterminism', 'convexity']","[6, 5, 6, 6]","[3, 3, 3, 3]",0,"[296, 395, 613, 495]"
CvnKNdZQsxb,Leveraging Human Features at Test-Time,[],"[6, 3, 3]","[4, 3, 4]",0,"[492, 266, 614]"
XG_LmeoU8Xq,Graduated Non-Convexity for Robust Self-Trained Language Understanding,[],"[3, 6, 6, 3]","[4, 3, 2, 4]",0,"[295, 198, 218, 425]"
TVAFpPEWSn7,On the Activation Function Dependence of the Spectral Bias of Neural Networks,[],"[3, 6, 3, 5]","[3, 4, 4, 4]",0,"[943, 724, 453, 483]"
QAV2CcLEDh,MaskViT: Masked Visual Pre-Training for Video Prediction,"['Video Prediction', 'Masked Visual Modeling', 'Visual MPC', 'Transformers']","[5, 8, 6, 6]","[5, 4, 4, 4]",0,"[438, 487, 721, 770]"
HehQobsr0S,Text Summarization with Oracle Expectation,"['Text Summarization', 'NLP']","[8, 6, 6]","[3, 4, 3]",0,"[445, 607, 304]"
8uf1JIb07M,MERMADE: $K$-shot Robust Adaptive Mechanism Design via Model-Based Meta-Learning,"['Mechanism design', 'Robustness', 'Meta-learning', 'Adaptive agents', 'Simulation based learning']","[6, 3, 5, 3]","[3, 3, 4, 3]",0,"[466, 272, 409, 738]"
_4n3k3d1ob,Continuous-time identification of dynamic state-space models by deep subspace encoding,"['Continuous-time', 'State-space', 'Artificial Neural Networks']",[],[],0,[]
xWwbnbtJd5,Waveformer: Linear-Time Attention with Forward and Backward Wavelet Transform,"['transformer', 'efficient attention', 'long range reasoning']","[5, 5, 6, 3]","[3, 4, 4, 4]",0,"[211, 630, 249, 439]"
1zaoVA_z8Q,SemSup-XC: Semantic Supervision for Extreme Classification,"['Extreme classification', 'zero-shot inference', 'few-shot learning']","[3, 5, 5, 5]","[4, 3, 4, 4]",0,"[622, 442, 387, 351]"
HO2q49XYRC,SaMoE: Parameter Efficient MoE Language Models via Self-Adaptive Expert Combination,"['Mixture-of-Expert', 'Autoregressive language model', 'Parameter efficiency.']","[6, 3, 3]","[5, 4, 5]",0,"[407, 494, 651]"
klK17OQ3KB,How to Train your HIPPO: State Space Models with Generalized Orthogonal Basis Projections,"['Deep learning', 'sequence model', 'state space model', 'S4', 'HiPPO']","[5, 6, 6, 8]","[3, 1, 2, 3]",0,"[482, 176, 328, 358]"
TkQ1sxd9P4,Interpretable Debiasing of Vectorized Language Representations with Iterative Orthogonalization,"['bias', 'fairness', 'ethics', 'debiasing', 'static embeddings', 'pre-trained contextualized embeddings', 'natural language processing']","[5, 5, 6, 6]","[2, 2, 2, 4]",0,"[441, 669, 194, 322]"
KajSampr4_,Communication-Optimal Distributed Graph Clustering under Duplication Models,"['Graph Clustering', 'Distributed Computation', 'Communication Complexity', 'Duplication Models']","[5, 3, 1]","[4, 4, 3]",0,"[804, 546, 94]"
YsAbPH2VWKE,Unpacking Large Language Models with Conceptual Consistency,"['Conceptual Consistency', 'Theory of Mind', 'Zero Shot Prompting', 'Large Language Models', 'Semantic Consistency', 'Unsupervised Question Answering', 'Background Knowledge Extraction']","[3, 3, 3, 8]","[4, 3, 3, 4]",0,"[487, 186, 837, 662]"
653nhbKy6yE,Graph in Graph Neural Network,"['Graph Neural Network', 'Deep Learning', 'Sub-graph']","[5, 5, 3]","[4, 4, 4]",0,"[684, 371, 302]"
ch_t8OpXaa,LSTM-BASED-AUTO-BI-LSTM for Remaining Useful Life (RUL) Prediction: the first round of test results,"['Remaining Useful Life', 'Predictive Maintenance', 'Machine Learning', 'Deep Learning', 'Autoencoder']","[3, 3, 3]","[4, 4, 4]",0,"[1374, 318, 432]"
K1Z-P0Le0DT,Recurrent Real-valued Neural Autoregressive Density Estimator for Online Density Estimation and Classification of Streaming Data,"['density estimation', 'online learning', 'streaming data', 'classification']","[5, 3, 5, 3, 3, 3]","[4, 3, 3, 4, 4, 3]",0,"[716, 778, 546, 369, 358, 343]"
kJUS5nD0vPB,Out-of-Distribution Detection and Selective Generation for Conditional Language Models,"['Out-of-distribution Detection', 'Natural Language Generation', 'Selective Generation', 'Uncertainty']","[8, 6, 6]","[4, 4, 4]",0,"[207, 482, 1425]"
jwdqNwyREyh,Layer Grafted Pre-training: Bridging Contrastive Learning And Masked Image Modeling For Better Representations,"['Mask Image Modeling', 'Contrastive learning']","[5, 6, 5, 6]","[4, 4, 4, 4]",0,"[395, 607, 428, 535]"
99XwOpGYAH,Structural Adversarial Objectives for Self-Supervised Representation Learning,[],"[3, 6, 5]","[4, 4, 3]",0,"[733, 356, 674]"
hzjQWjPC04A,VIMA: General Robot Manipulation with Multimodal Prompts,"['Robot Learning', 'Foundation Model', 'Transformer', 'Language Model', 'Multi-Task Learning']","[8, 5, 6, 3]","[5, 4, 3, 4]",0,"[412, 295, 556, 722]"
ETKGuby0hcs,Discovering Latent Knowledge in Language Models Without Supervision,"['AI safety', 'AI alignment', 'truthfulness', 'large language models', 'honesty', 'interpretability']","[6, 3, 6, 5]","[4, 4, 3, 4]",0,"[492, 826, 301, 704]"
YuXt90f4Kb7,ModReduce: A Multi-Knowledge Distillation Framework with Online Learning,"['Knowledge distillation', 'Deep neural networks', 'Model Compression', 'Knowledge transfer', 'Online Learning']","[1, 3, 5, 3]","[5, 4, 3, 4]",0,"[20, 306, 503, 343]"
u7ugqk7VBP8,Prefix Conditioning Unifies Language and Label Supervision,"['Vision-language contrastive learning', 'Zero-shot recognition']","[6, 5, 3, 6]","[4, 3, 3, 4]",0,"[440, 255, 259, 179]"
e0GcQ9l4Dh,Defending against Reconstruction attacks using Rényi Differential Privacy,"['Rényi Differential Privacy', 'Reconstruction Attacks', 'Information Theory']","[3, 6, 5]","[3, 2, 4]",0,"[348, 250, 470]"
H0gdPxSwkPb,Diffusion Adversarial Representation Learning for Self-supervised Vessel Segmentation,"['Diffusion model', 'Adversarial learning', 'Self-supervised learning', 'Vessel segmentation']","[6, 6, 6, 6]","[4, 4, 4, 4]",0,"[340, 661, 646, 242]"
GUMLIArCIwB,Reconciling Security and Communication Efficiency in Federated Learning,"['Federated Learning', 'Secure Aggregation', 'Compression', 'Efficiency', 'Product Quantization']","[6, 3, 5, 5]","[1, 5, 3, 3]",0,"[125, 425, 269, 461]"
1z9VTrxCgf,Semantic Image Manipulation with Background-guided Internal Learning,"['semantic image manipulation', 'internal learning', 'scene-graph driven image editing']","[6, 3, 5, 5]","[4, 5, 4, 4]",0,"[681, 359, 338, 337]"
CEhy-i7_KfC,Pretraining the Vision Transformer using self-supervised methods for vision based Deep Reinforcement Learning,"['Deep Reinforcement Learning', 'Transformers', 'Self-Supervised Learning', 'Pre-training']","[3, 3, 3, 3, 3]","[4, 3, 3, 3, 4]",0,"[393, 211, 401, 340, 595]"
gmSZ-GPNY6,Noise Injection Node Regularization for Robust Learning,"['Reguralization', 'Input corruption', 'Noise Injection', 'Deep Learning']","[6, 5, 3, 5]","[3, 3, 4, 4]",0,"[360, 575, 359, 88]"
V5NFgHyNBI8,"Q-Ensemble for Offline RL: Don't Scale the Ensemble, Scale the Batch Size","['Offline Reinforcement Learning', 'Q-Ensemble', 'Large Batch Optimization', 'Ensemble Based Reinforcement Learning']","[3, 5, 3, 5]","[5, 4, 2, 3]",0,"[561, 493, 277, 249]"
jpR98ZdIm2q,Efficient Edge Inference by Selective Query,"['efficient edge inference', 'low-capacity model', 'large scale prediction', 'dynamic neural networks', 'adaptive neural networks']","[3, 6, 8, 6]","[3, 2, 4, 4]",0,"[452, 218, 259, 730]"
nYOlSqq9nv2,Learning Intuitive Policies Using Action Features,"['multi-agent coordination', 'attention', 'inductive bias']","[6, 3, 6]","[3, 4, 5]",0,"[344, 1046, 417]"
3UHoYrglYkG,Differentially Private $L_2$-Heavy Hitters in the Sliding Window Model,"['differential privacy', 'heavy hitters', 'streaming algorithms', 'sliding window model']","[5, 5, 8, 8]","[3, 2, 3, 3]",0,"[390, 205, 484, 379]"
rnN4pHyf6jD,Scaling Convex Neural Networks with Burer-Monteiro Factorization,"['burer-monteiro', 'convex optimization', 'neural networks', 'stationary points', 'global optima', 'relu activation']","[5, 3, 8, 5, 6]","[3, 4, 3, 2, 2]",0,"[624, 276, 1459, 325, 259]"
JtC6yOHRoJJ,Human-level Atari 200x faster,"['Reinforcement Learning', 'Data-efficiency', 'Exploration', 'Off-policy']","[8, 8, 3]","[3, 4, 5]",0,"[247, 384, 295]"
Ih0fKoIUyEh,Wide Graph Neural Network,"['Graph neural networks', 'represenation learning', 'dictionary learning']","[6, 1, 5, 6]","[3, 4, 4, 4]",0,"[458, 658, 388, 535]"
fvvcpsEl3Z6,Taming the Long Tail of Deep Probabilistic Forecasting,"['Deep probabilistic forecasting', 'Long tail error', 'Time Series forecasting', 'Trajectory forecasting']","[5, 6, 3, 5]","[4, 5, 4, 4]",0,"[711, 346, 822, 626]"
ip0ENxmhIja,Approximate Conditional Coverage via Neural Model Approximations,"['distribution-free uncertainty quantification', 'split-conformal prediction sets', 'Venn Predictors']","[3, 3, 5, 3]","[3, 3, 3, 4]",0,"[412, 382, 209, 790]"
8thVleggPV_,AUTOJOIN: EFFICIENT ADVERSARIAL TRAINING FOR ROBUST MANEUVERING VIA DENOISING AUTOEN- CODER AND JOINT LEARNING,"['autonomous driving', 'machine learning', 'robust training']","[5, 6, 6, 5]","[3, 2, 2, 4]",0,"[132, 184, 317, 701]"
zGy_wqpRGTa,Private Data Stream Analysis for Universal Symmetric Norm Estimation,"['differential privacy', 'norm estimation']","[3, 6, 8, 3]","[3, 1, 3, 2]",0,"[273, 285, 156, 216]"
mTOB_VK_BWk,StarGraph: Knowledge Representation Learning based on Incomplete Two-hop Subgraph,"['Knowledge Representation Learning', 'Knowledge Graph Embedding', 'Knowledge Graph', 'Self-Attention Network']","[3, 8, 3, 3]","[4, 3, 4, 5]",0,"[286, 374, 241, 639]"
sWOsRj4nT1n,Temporal Domain Generalization with Drift-Aware Dynamic Neural Networks,"['Domain Generalization', 'Sequential Learning Model', 'Dynamic Neural Network']","[5, 8, 6]","[3, 4, 3]",0,"[299, 491, 385]"
mkJm5Uy4HrQ,Leveraging Incompatibility to Defend Against Backdoor Poisoning,"['data poisoning', 'defense']","[6, 3, 5, 6]","[3, 3, 4, 4]",0,"[755, 436, 348, 359]"
4wXotzMJ7Wo,Towards Representative Subset Selection for Self-Supervised Speech Recognition,"['subset selection', 'self-supervised speech recognition', 'active learning', 'data pruning']","[3, 3, 5, 3]","[4, 4, 4, 4]",0,"[469, 1342, 338, 625]"
lu6qxw6-QEV,Enforcing Hard Constraints with Soft Barriers: Safe Reinforcement Learning in Unknown Stochastic Environments,[],"[5, 5, 8, 5]","[4, 3, 3, 4]",0,"[804, 510, 425, 750]"
zZXwDQFxwib,Integrating Episodic and Global Novelty Bonuses for Efficient Exploration,"['reinforcement learning', 'exploration', 'generalization']","[5, 5, 3, 5]","[3, 3, 2, 3]",0,"[502, 213, 572, 440]"
DpE5UYUQzZH,"A Unified Approach to Reinforcement Learning, Quantal Response Equilibria, and Two-Player Zero-Sum Games","['reinforcement learning', 'quantal response equilibria', 'two-player zero-sum games', 'mirror descent', 'variational inequalities', 'Nash equilibria', 'algorithmic game theory', 'proximal gradient']","[3, 8, 8, 5]","[3, 2, 2, 3]",0,"[283, 544, 669, 205]"
VHyurNEKJBh,Dynamics-aware Skill Generation from Behaviourally Diverse Demonstrations,"['Learning from Demonstration', 'Reinforcement Learning']","[3, 6, 3, 6]","[5, 4, 3, 3]",0,"[315, 282, 581, 169]"
W0VPud1QV69,DiP-GNN: Discriminative Pre-Training of Graph Neural Networks,[],"[5, 5, 6]","[4, 4, 4]",0,"[270, 342, 437]"
fZxdcpfwTQb,Learning to Act through Activation Function Optimization in Random Networks,"['artificial neural networks', 'activation functions', 'neural diversity']","[3, 3, 3, 5]","[3, 5, 4, 3]",0,"[269, 664, 577, 572]"
2outcw5N9wH,Safer Reinforcement Learning with Counterexample-guided Offline Training,[],"[6, 3, 3, 3]","[2, 3, 4, 3]",0,"[231, 673, 588, 647]"
ovZE0KsbM3S,Pitfalls of Gaussians as a noise distribution in NCE,"['NCE', 'Noise Contrastive Estimation', 'Generative Models', 'statistical efficiency', 'theory']","[8, 5, 6, 6, 8]","[3, 3, 3, 4, 4]",0,"[284, 353, 469, 418, 1712]"
ZrEbzL9eQ3W,Scaling Laws for a Multi-Agent Reinforcement Learning Model,"['Neural scaling laws', 'Multi-agent reinforcement learning', 'AlphaZero']","[5, 3, 6, 6]","[4, 4, 4, 4]",0,"[286, 372, 1141, 648]"
uqLDy0HGPR7,Risk Control for Online Learning Models,"['Conformal Prediction', 'Uncertainty Quantification', 'Time Series', 'Online Learning']","[3, 5, 8, 3]","[3, 5, 3, 4]",0,"[273, 783, 347, 1049]"
nJuzV-izmPJ,Generative Adversarial Training for Neural Combinatorial Optimization Models,"['Vehicle Routing Problems', 'Combinatorial Optimization', 'Deep Reinforcement Learning']","[3, 5, 5]","[4, 4, 2]",0,"[1195, 373, 296]"
jCHRWpXk1pD,Federated Learning with Openset Noisy Labels,"['Federated Learning', 'OpenSet Classification', 'Noisy Label']","[5, 5, 5, 5]","[3, 3, 3, 5]",0,"[371, 557, 429, 414]"
HQ67mj5rJdR,Perfectly Secure Steganography Using Minimum Entropy Coupling,"['Information-Theoretic Steganography', 'Minimum Entropy Coupling']","[6, 1, 8, 6]","[2, 5, 3, 3]",0,"[243, 613, 245, 396]"
AYvLkPnDguL,The power of choices in decision tree learning,"['Decision Trees', 'Decision Tree Learning', 'Top-k', 'ID3', 'Greedy Algorithms']","[5, 8, 3, 6]","[4, 3, 4, 4]",0,"[384, 210, 477, 1026]"
HTKSDFhGYhQ,Identifiability of Label Noise Transition Matrix ,"['identifiability', 'label noise transition matrix', 'noisy labels']","[5, 6, 5, 5]","[3, 3, 4, 3]",0,"[252, 342, 476, 836]"
MFD2b2cwr5d, Learning from Others: Similarity-based Regularization for Mitigating Artifacts,"['NLP', 'robustness', 'spurious correlations', 'Dataset bias', 'natural language understanding', 'shortcut learning']","[3, 3, 5, 5]","[4, 5, 3, 4]",0,"[1038, 741, 288, 343]"
jPVAFXHlbL,Calibrating Transformers via Sparse Gaussian Processes,"['Transformers', 'Gaussian processes', 'Bayesian neural networks', 'uncertainty estimation', 'variational inference']","[6, 3, 6, 3]","[3, 4, 4, 4]",0,"[499, 577, 766, 605]"
sRQNwKcE2X,Representation Learning via Consistent Assignment of Views over Random Partitions,"['representation learning', 'unsupervised learning', 'self-supervised learning', 'computer vision']","[5, 3, 3, 3]","[4, 4, 5, 4]",0,"[590, 605, 283, 262]"
nIGza1_wxk,Model Transferability with Responsive Decision Subjects ,"['transferability', 'responsive decision subjects', 'induced distribution shift', 'human-ML interaction', 'performance bound']","[8, 5, 5, 5]","[3, 3, 3, 3]",0,"[341, 377, 275, 666]"
z37tDDHHgi,Red PANDA: Disambiguating Anomaly Detection by Removing Nuisance Factors,"['Anomaly Detection', 'Disentanglement']","[3, 6, 1, 6]","[4, 5, 4, 3]",0,"[405, 768, 275, 790]"
ZljQYfl8SJ,Abstracting Imperfect Information Away from Two-Player Zero-Sum Games,"['imperfect information', 'public belief states', 'decision-time planning', 'regularized equilibria']","[6, 5, 3]","[5, 2, 5]",0,"[727, 374, 867]"
xE-LtsE-xx,Is Attention All That NeRF Needs?,"['Neural Radiance Field', 'Transformer', 'Neural Rendering']","[8, 5, 6, 8]","[4, 4, 4, 4]",0,"[198, 460, 284, 222]"
oJZ8bPtCar,STOCHASTIC NO-REGRET LEARNING FOR GENERAL GAMES WITH VARIANCE REDUCTION,['game theory'],"[6, 8, 6, 8]","[4, 3, 4, 3]",0,"[441, 415, 458, 347]"
bsZULlDGXe,The Dark Side of AutoML: Towards Architectural Backdoor Search,"['backdoor attack and defense', 'neural architecture search']","[6, 5, 5, 8]","[3, 3, 3, 4]",0,"[342, 374, 572, 449]"
9F_xlC7sk9,Generalization and Estimation Error Bounds for Model-based Neural Networks,"['Model based neural networks', 'Generalization error', 'Estimation error', 'Local Rademacher complexity.']","[6, 6, 5, 8]","[2, 3, 4, 3]",0,"[208, 336, 792, 914]"
tK9UwBsQK9,Isometric Representations in Neural Networks Improve Robustness,"['Isometry', 'Deep Learning', 'Robustness', 'Adversarial Attacks', 'Continuous Representation', 'Classification']","[3, 3, 3, 3]","[4, 3, 5, 5]",0,"[305, 355, 306, 447]"
dN70O8pmW8,Memory-efficient Trajectory Matching for Scalable Dataset Distillation,"['dataset condensation', 'dataset distillation', 'imagenet-1k', 'deep learning', 'dataset synthesis']","[5, 3, 6, 3]","[4, 4, 2, 4]",0,"[387, 537, 164, 880]"
PHtzmXK8am,TAN without a burn: Scaling laws of DP-SGD,[],"[6, 6, 8, 8]","[4, 3, 4, 4]",0,"[769, 566, 211, 392]"
x70_D-KGEMx,A sampling framework for value-based reinforcement learning,"['Reinforcement learning', 'Bayesian sampling', 'Stochastic gradient MCMC', 'Value function approximation']","[3, 3, 3, 1]","[4, 3, 2, 3]",0,"[792, 284, 481, 370]"
sWSWudSpYy,Enhancing Cross-Category Learning in Recommendation Systems with Multi-Layer Embedding Training,[],"[3, 3, 3, 6]","[4, 4, 4, 4]",0,"[381, 375, 366, 203]"
Af43zsue7kw,StructViT: Learning Correlation Structures for Vision Transformers,"['transformer', 'self-attention', 'image classification', 'video classification', 'correlation']","[3, 3, 5]","[3, 4, 3]",0,"[273, 94, 110]"
