id,title,keywords,ratings,confidences,withdraw,review_lengths,decision
v4ePDrH91D,Robust Manifold Estimation Approach for Evaluating Fidelity and Diversity,[],"[5, 3, 3, 3]","[4, 5, 3, 3]",1,"[338, 574, 297, 516]",
AeTl9sbF-VT,Exploiting Certified Defences to Attack Randomised Smoothing,"['adversarial', 'attack', 'certified robustness', 'machine learning']","[3, 6, 5]","[4, 3, 3]",0,"[430, 598, 1021]",Reject
uu1GBD9SlLe,Simple and Scalable Nearest Neighbor Machine Translation,"['Nearest Neighbor', 'Machine Translation']","[6, 3, 6]","[4, 3, 4]",0,"[219, 302, 376]",Reject
v8JIQdiN9Sh,On the Effectiveness of Out-of-Distribution Data in Self-Supervised Long-Tail Learning.,"['self-supervised learning', 'long-tail learning', 'out-of-distribution data']","[8, 5, 6, 6]","[4, 4, 5, 3]",0,"[368, 476, 258, 490]",Accept: poster
ZIkHSXzd9O7,Dynamic Update-to-Data Ratio: Minimizing World Model Overfitting,[],"[6, 6, 3]","[3, 3, 3]",0,"[500, 531, 582]",Reject
6K2RM6wVqKu,A Universal 3D Molecular Representation Learning Framework,"['Representation Learning', 'Large-Scale 3D Molecular Pretraining', 'Molecular Property', 'Protein-Ligand Complex']","[3, 8, 1, 3]","[4, 4, 5, 4]",1,"[1038, 378, 412, 545]",
22z1JIM6mwI,CAPE: Channel-Attention-Based PDE Parameter Embeddings for SciML,"['machine learning', 'partial differential equation', 'attention', 'generalization']","[1, 1, 3, 3]","[5, 3, 3, 4]",0,"[155, 347, 547, 567]",Reject
96kgRrpnkgS,Topic and Hyperbolic Transformer to Handle Multi-modal Dependencies,"['Multi-modal search', 'Hyperbolic space', 'Hyperbolic geometry', 'Lorentz model', 'Transformer', 'Topic models']","[6, 5, 5, 3]","[4, 4, 4, 5]",0,"[126, 277, 370, 605]",Reject
Nn-7OXvqmSW,Variance Covariance Regularization Enforces Pairwise Independence in Self-Supervised Representations,"['Self-supervised learning', 'VICReg', 'Barlow Twins', 'HSIC']","[6, 5, 8, 6]","[3, 3, 2, 3]",0,"[673, 411, 221, 486]",Accept: poster
C-xa_D3oTj6,DEP-RL: Embodied Exploration for Reinforcement Learning in Overactuated and Musculoskeletal Systems,"['reinforcement learning', 'musculoskeletal', 'correlated exploration']","[3, 6, 5]","[4, 4, 4]",0,"[301, 366, 305]",Reject
yBKkp5LT3FX,Restricted Generative Projection for One-Class Classification and Anomaly detection,[],"[3, 3, 5]","[4, 3, 3]",0,"[448, 1245, 477]",Reject
z2kUV2XQBT2,Name Your Colour For the Task: Artificially Discover Colour Naming via Colour Quantisation Transformer,"['colour quantisation', 'image compression', 'artificial colour naming system']","[8, 3, 6]","[4, 4, 3]",0,"[506, 250, 605]",Accept: poster
PEgBEB74JjB,The Generalized Eigenvalue Problem as a Nash Equilibrium,"['generalized eigenvalue problem', 'nash', 'riemannian optimization', 'canonical correlation analysis', 'independent component analysis', 'distributed computing']","[5, 8, 5, 5]","[5, 3, 4, 5]",1,"[251, 403, 254, 273]",
YgC62m4CY3r,Learning with Auxiliary Activation for Memory-Efficient Training,"['Memory Efficient Training', 'Auxiliary Activation', 'Backpropagation', 'Deep Learning']","[6, 6, 5, 6]","[3, 3, 4, 4]",0,"[419, 443, 788, 324]",Accept: poster
cnsHSSLnHVV,Equivariant 3D-Conditional Diffusion Models for Molecular Linker Design,"['Molecules', 'Drug Discovery', 'Molecular Linker Design', 'Equivariant', 'Diffusion Models']","[3, 5, 3, 8]","[4, 4, 3, 3]",1,"[364, 690, 161, 482]",
FkSp8VW8RjH,Language Modelling with Pixels,"['representation learning', 'nlp', 'transformers', 'language model', 'masked autoencoder']","[6, 6, 3, 6]","[3, 3, 4, 4]",0,"[385, 244, 409, 765]",Reject
jEV-GgJ6kRO,Sinkhorn Discrepancy for Counterfactual Generalization,"['causal inference', 'treatment selection bias']","[5, 3, 6, 5]","[4, 5, 5, 4]",1,"[846, 924, 326, 445]",
sIoED-yPK9l,Massively Scaling Heteroscedastic Classifiers,[],"[6, 5, 5, 3]","[4, 3, 4, 5]",1,"[222, 407, 388, 245]",
xACeXHo4sf,Vera Verto: Multimodal Hijacking Attack,"['Hijacking Attack', 'Modal Hijacking', 'Computer Vision', 'Natural Language Processing']","[6, 8, 5, 6]","[3, 3, 3, 3]",0,"[490, 1056, 357, 456]",Accept: poster
Ki_26lfEmey,Joint Attention-Driven Domain Fusion and Noise-Tolerant Learning for Multi-Source Domain Adaptation,"['Multi-source Unsupervised Domain Adaptation', 'Attention Mechanism', 'Noisy Label Learning']","[5, 6, 8, 1, 5]","[2, 3, 2, 2, 4]",0,"[499, 364, 104, 336, 335]",Reject
n-bvaLSCC78,EA-HAS-Bench: Energy-aware Hyperparameter and Architecture Search Benchmark,[],"[6, 8, 3, 6]","[4, 4, 3, 3]",0,"[390, 648, 97, 362]",Accept: poster
3nfMmcditWu,Breaking the Curse of Dimensionality for Parametric Elliptic PDEs,[],"[8, 8, 6]","[4, 4, 3]",0,"[631, 292, 256]",Accept: notable-top-25%
d77RVuVg-Mf,UniFormerV2: Spatiotemporal Learning by Arming Image ViTs with Video UniFormer,"['Vision Transformer', 'Action Recognition', 'Video Learning']","[6, 8, 8, 8, 8]","[3, 4, 5, 4, 4]",0,"[460, 102, 546, 459, 283]",Accept: poster
ndYrOsNw_B2,Dynamical Equations With Bottom-up Self-Organizing Properties Learn Accurate Dynamical Hierarchies Without Any Loss Function,"['self-organization', 'dynamical systems', 'continual learning', 'dynamical hierarchy', 'adaptation']","[6, 8, 8, 8]","[4, 4, 4, 4]",0,"[347, 407, 494, 759]",Accept: notable-top-5%
3jBXX9Xb1iz,Multi-Label Knowledge Distillation,[],"[6, 3, 6, 6]","[3, 3, 2, 3]",0,"[439, 346, 131, 348]",Accept: poster
WmvIJJgt8L,ADVERSARY-AWARE PARTIAL LABEL LEARNING WITH LABEL DISTILLATION,"['weak supervised learning', 'partial label learning']","[6, 6, 8, 6]","[4, 3, 3, 3]",0,"[592, 413, 207, 240]",Accept: poster
O7x_ldrlaO7,Structural Privacy in Graphs,"['Privacy', 'Graph Neural Networks', 'Differential Privacy', 'Graph Structure']","[5, 3, 5]","[3, 3, 4]",0,"[1205, 809, 341]",Reject
2nocgE1m0A,KnowDA: All-in-One Knowledge Mixture Model for Data Augmentation in Low-Resource NLP,"['Data Augmentation', 'Low-Resource NLP']","[6, 8, 6, 8]","[3, 3, 3, 2]",0,"[375, 463, 254, 648]",Accept: poster
tlhsswFz9x,Learning Graph Neural Network Topologies,[],"[8, 5, 6, 6]","[3, 4, 4, 3]",0,"[1257, 1356, 621, 460]",Reject
9ImtNIZ7bYx,Finding the global semantic representation in GAN through Fréchet Mean,"['generative adversarial network', 'disentanglement', 'semantic factorization']","[5, 6, 6, 8]","[5, 3, 3, 4]",0,"[415, 352, 660, 738]",Accept: poster
qpeAhwxTopw,Identical Initialization: A Universal  Approach to Fast and Stable Training of Neural Networks,"['Initialization', 'Idetity Matrix', 'Dynamical Isometry']","[5, 8, 8]","[3, 3, 3]",0,"[392, 544, 589]",Accept: notable-top-25%
M95oDwJXayG,Addressing Parameter Choice Issues in Unsupervised Domain Adaptation by Aggregation,"['Domain adaptation', 'parameter choice', 'model selection', 'aggregation', 'importance weighting']","[5, 8, 5, 5]","[4, 4, 4, 3]",0,"[346, 361, 126, 949]",Reject
WAgXmT8BeRj,MARS: Meta-learning as Score Matching in the Function Space,"['score estimation', 'meta-learning', 'bayesian neural networks']","[3, 3, 3]","[4, 5, 5]",0,"[311, 246, 222]",Reject
KDhFkA6MQsW,Faster Gradient-Free Methods for Escaping Saddle Points,[],"[3, 3, 3]","[4, 4, 4]",0,"[350, 482, 203]",Reject
xnscpQU6lvh,Symmetrical SyncMap for Imbalanced General Chunking Problems,"['Self-organization', 'Adaptive learning', 'Chunking', 'New learning paradigm', 'Bio-inspired learning', 'Structure learning']","[8, 6, 6, 6]","[4, 4, 3, 5]",0,"[618, 404, 771, 349]",Accept: poster
BNsuf5g-JRd,Solving Partial Label Learning Problem with Multi-Agent Reinforcement Learning,[],"[6, 6, 5, 3]","[3, 3, 4, 3]",0,"[248, 417, 384, 365]",Reject
_E9ibRUQ1iq,Uncovering the Effectiveness of Calibration on Open Intent Classification,"['open intent classification', 'model calibration', 'label smoothing']","[6, 6, 6, 8]","[3, 4, 4, 5]",0,"[422, 281, 371, 412]",Accept: poster
O4fNuE8F51T,PMixUp: Simultaneous Utilization of Part-of-Speech Replacement and Feature Space Interpolation for Text Data Augmentation,"['text augmentation', 'part-of-speech', 'feature space interpolation']","[5, 3, 3, 3]","[3, 4, 2, 4]",1,"[269, 783, 394, 468]",
t_OZ5jexnbH,SDT: Specific Domain Training in Domain Generalization,"['Deep learning', 'Computer vision', 'Domain generalization', 'Spurious features unfolding', 'Specific domain training']","[5, 6, 5, 6, 6, 3]","[3, 4, 4, 3, 4, 5]",0,"[214, 447, 546, 173, 234, 1250]",Reject
jBPvRLKP_n_,Lossy Compression with Gaussian Diffusion,"['diffusion', 'compression', 'information theory']","[3, 5, 6, 6]","[3, 3, 4, 3]",0,"[250, 453, 464, 242]",Reject
AykEgQNPJEK,Score-Based Graph Generative Modeling with Self-Guided Latent Diffusion,"['Generative Model', 'Diffusion Model', 'Graph Generation']","[3, 5, 3]","[3, 4, 4]",0,"[396, 433, 469]",Reject
yyygh7OqdCQ,Gradient-Informed Quality Diversity for the Illumination of Discrete Spaces,"['Quality Diversity', 'Latent Space', 'Protein']","[3, 5, 5, 8, 5]","[3, 3, 4, 4, 3]",1,"[491, 510, 445, 268, 296]",
zjSeBTEdXp1,Deep Generative Wasserstein Gradient Flows,"['deep generative modeling', 'gradient flow']","[5, 3, 6]","[4, 4, 2]",0,"[408, 646, 370]",Reject
dYFg48Ye6rl,Linear Scalarization for Byzantine-Robust Learning on non-IID data,"['Byzantine SGD', 'Distributed Deep Learning', 'Non-IID']","[5, 8, 3, 5, 5]","[5, 4, 5, 4, 2]",0,"[638, 188, 440, 264, 345]",Reject
bz3MAU-RhnW,Where to Go Next for Recommender Systems? ID- vs. Modality-based recommender models revisited,[],"[6, 5, 5]","[3, 3, 4]",0,"[1166, 422, 436]",Reject
2lbtqs4enl,"Optimising 2D Pose Representation: Improving Accuracy, Stability and Generalisability inUnsupervised 2D-3D Human Pose Estimation","['Unsupervised Learning', '3D Human Pose Estimation', 'Data Representation', 'Adversarial Learning']","[5, 3, 8, 3]","[3, 4, 3, 3]",0,"[246, 783, 245, 414]",Reject
ib482K6HQod,Model Obfuscation for Securing Deployed Neural Networks,"['model obfuscation', 'AI safety', 'AI system']","[5, 6, 3, 5]","[4, 4, 3, 4]",0,"[281, 612, 289, 1144]",Reject
U7LLhh3VFxH,ESP: Exponential Smoothing on Perturbations for Increasing Robustness to Data Corruptions,"['Deep Learning', 'Model Robustness', 'Domain Generalization', 'Common Corruption']","[5, 3, 3, 3]","[4, 4, 5, 4]",0,"[351, 292, 551, 536]",Reject
i2_TvOFmEml,MultiViz: Towards Visualizing and Understanding Multimodal Models,"['multimodal learning', 'representation learning', 'interpretation', 'visualization']","[3, 6, 3, 3]","[4, 2, 3, 3]",0,"[1174, 138, 158, 369]",Reject
sKHqgFOaFXI,How Informative is the Approximation Error from Tensor Decomposition for Neural Network Compression?,"['Tensor Decomposition', 'Convolutional Neural Networks', 'Compression']","[1, 3, 3]","[4, 5, 5]",1,"[355, 511, 285]",
IUGwUr5_9wY,DISCO-DANCE: Learning to Discover Skills with Guidance,"['Unsupervised skill discovery', 'Reinforcement Learning']","[6, 3, 5, 1]","[2, 4, 3, 4]",0,"[301, 704, 809, 582]",Reject
LOTGOB5_Xh2,Architecture-Agnostic Masked Image Modeling -- From ViT back to CNN,"['Self-supervised Learning', 'Vision Transformer', 'Representation Learning', 'Unsupervised Learning']","[3, 3, 5, 6]","[4, 3, 3, 3]",0,"[460, 492, 369, 484]",Reject
OjDkC57x5sz,Blurring Diffusion Models,"['blurring', 'diffusion', 'generative model']","[6, 3, 6, 6]","[3, 4, 3, 4]",0,"[620, 938, 580, 461]",Reject
0YYQ_KKsIZ,BrGANs: Stabilizing GANs' Training Process with Brownian Motion Control,"['GAN', 'stability', 'control theory', 'Brownian motion']","[3, 5, 5, 3]","[5, 4, 3, 3]",1,"[549, 582, 415, 266]",
3Bh6sRPKS3J,Hyperbolic Self-paced Learning for Self-supervised Skeleton-based Action Representations,[],"[6, 10, 8, 6]","[5, 4, 4, 4]",0,"[575, 240, 433, 343]",Accept: notable-top-25%
6f47WT-HtuH,Unfair geometries: exactly solvable data model with fairness implications,"['statistical physics', 'statistical mechanics of learning', 'generalization model', 'modelling structured data', 'data imbalance', 'bias', 'fairness', 'bias mitigation']","[6, 8, 8, 8]","[4, 2, 4, 3]",0,"[445, 264, 339, 210]",Accept: poster
nP7f5XW4FVa,Understanding Adversarial Transferability in Federated Learning,"['federared learning', 'adversarial attack', 'transfer-based black-box attack']","[8, 5, 6, 8]","[3, 3, 2, 3]",0,"[287, 301, 202, 287]",Accept: notable-top-25%
Yt-yM-JbYFO,Efficient Offline Policy Optimization with a Learned Model,"['Offline RL', 'Model-based RL']","[3, 5, 5, 1]","[4, 3, 3, 4]",1,"[400, 414, 412, 1778]",
fxC7kJYwA_a,New Insights for the Stability-Plasticity Dilemma in Online Continual Learning,"['Continual Learning', 'Online Continual Learning', 'Catastrophic Forgetting']","[8, 8, 5, 6]","[4, 4, 5, 4]",0,"[261, 332, 316, 292]",Accept: notable-top-25%
dRjWsd3gwsm,MixPro: Data Augmentation with MaskMix and Progressive Attention Labeling for Vision Transformer,[],"[6, 6, 5, 8]","[3, 4, 3, 3]",0,"[783, 803, 238, 624]",Accept: poster
Ojpb1y8jflw,"StyleMorph: Disentangling Shape, Pose and Appearance through 3D Morphable Image and Geometry Generation ","['3D-aware GAN', 'Template-based', 'Morphable', 'Disentanglement', 'Photorealistic', 'Neural Radiance Field', 'StyleGAN']","[8, 5, 5, 3]","[3, 4, 4, 4]",0,"[916, 325, 649, 2481]",Reject
05rBhFU3mLX,Accelerated Riemannian Optimization: Handling Constraints to Bound Geometric Penalties,"['Riemannian optimization', 'geodesic convexity', 'first-order accelerated methods']","[5, 5, 8, 6]","[4, 3, 4, 2]",0,"[704, 340, 651, 1129]",Reject
Dvs-a3aymPe,Searching Lottery Tickets in Graph Neural Networks: A Dual Perspective,"['Lottery Tickets Hypothesis', 'Dual Lottery Tickets Hypothesis', 'Graph pooling', 'Graph information bottleneck']","[3, 5, 1, 3]","[4, 3, 2, 4]",1,"[457, 397, 176, 1099]",
KLrGlNoxzb4,Video Scene Graph Generation from Single-Frame Weak Supervision,"['computer vision', 'video scene graph generation', 'weakly-supervised learning']","[8, 5, 6, 5, 8]","[3, 3, 4, 4, 5]",0,"[1325, 867, 293, 314, 683]",Accept: poster
PcR6Lir5mxu,Planning With Uncertainty: Deep Exploration in Model-Based Reinforcement Learning,"['Reinforcement learning', 'exploration', 'uncertainty', 'planning']","[6, 8, 10, 6, 6]","[3, 3, 5, 3, 4]",0,"[323, 689, 838, 266, 456]",Accept: poster
nI2HmVA0hvt,Unsupervised visualization of image datasets using contrastive learning,"['data visualization', 'contrastive learning']","[5, 6, 6]","[5, 2, 3]",0,"[1004, 224, 585]",Reject
NSMlX2F21C7,Contrastive Consistent Representation Distillation,"['contrastive learning', 'knowledge distillation', 'model compression']","[6, 3, 5, 3]","[3, 4, 2, 4]",0,"[388, 731, 687, 685]",Reject
s1KljJpAukm,PowerQuant: Automorphism Search for Non-Uniform Quantization,"['deep learning', 'quantization', 'compression', 'acceleration', 'data-free']","[6, 5, 8, 6]","[4, 4, 4, 4]",0,"[766, 627, 314, 798]",Accept: poster
SWPFPk9Tm81,CLEEGN: A Convolutional Neural Network for Plug-and-Play Automatic EEG Reconstruction,"['EEG', 'Brain-computer interface', 'EEG artifact removal', 'convolutional neural network']","[5, 5, 3, 6]","[3, 4, 4, 4]",0,"[239, 824, 504, 262]",Reject
mb7VM83DkyC,On Uni-modal Feature Learning in Multi-modal Learning,['Supervised Multi-modal Late-fusion Learning'],"[8, 8, 8]","[4, 4, 5]",0,"[293, 821, 541]",Accept: notable-top-5%
3_NvTLGjDKy,Unified neural representation model for physical and conceptual spaces,"['Neuroscience', 'Grid cell', 'Concept cell', 'Spatial navigation', 'Reinforcement learning', 'Word embedding']","[5, 3, 5]","[4, 3, 4]",1,"[327, 235, 1063]",
ZTK3SefE8_Z,Symbolic Physics Learner: Discovering governing equations via Monte Carlo tree search,"['symbolic regression', 'Monte Carlo tree search', 'governing equations', 'nonlinear dynamics']","[6, 5, 6, 6]","[3, 5, 3, 2]",0,"[702, 1320, 282, 373]",Accept: poster
-AdWUM183OU,The Dynamic of Consensus in Deep Networks and the Identification of Noisy Labels,"['Noisy Labels', 'Training Dynamics', 'Label Noise']","[6, 6, 6]","[4, 4, 5]",0,"[164, 279, 806]",Accept: poster
hTCBqt7pgxf,Efficient block contrastive learning via parameter-free meta-node approximation,"['Contrastive', 'approximation', 'efficient', 'parameter-free', 'block', 'theory']","[8, 6, 8, 6]","[2, 3, 4, 3]",0,"[322, 555, 481, 716]",Accept: notable-top-25%
arg1dQSS6Mh,Attribute Alignment and Enhancement for Generalized Zero-Shot Learning,"['zero-shot learning', 'image classification', 'attribute alignment', 'graph neural network', 'attention network']","[6, 3, 6, 5]","[4, 4, 4, 4]",0,"[817, 205, 1252, 304]",Reject
Bd7GueaTxUz,BAYES RISK CTC: CONTROLLABLE CTC ALIGNMENT IN SEQUENCE-TO-SEQUENCE TASKS,"['CTC', 'alignment', 'sequence-to-sequence', 'speech recognition']","[5, 3, 5, 6, 6]","[2, 3, 4, 3, 4]",1,"[435, 174, 415, 451, 621]",
0jxPyVWmiiF,A Convergent Single-Loop Algorithm for Relaxation of Gromov-Wasserstein in Graph Data ,"['Gromov-Wasserstein', 'Graph Learning', 'Optimization']","[6, 3, 5, 5]","[2, 4, 5, 4]",0,"[485, 237, 441, 522]",Reject
jotL-ImpbF,A Hierarchical Hyper-rectangle Mass Model for Fine-grained Entity Typing,"['entity typing', 'hierarchical classification', 'hRMM', 'geometric embedding']","[5, 3, 5, 6]","[4, 5, 4, 3]",0,"[727, 288, 739, 765]",Reject
zOHQGKO3WGY,Bayesian semi-supervised learning with a principled likelihood from a generative model of data curation,"['Bayesian deep learning', 'Bayesian neural networks', 'principled likelihoods']","[6, 5, 3, 3]","[3, 4, 3, 4]",0,"[239, 318, 280, 835]",Reject
9AuIMiZhkL2,Ti-MAE: Self-Supervised Masked Time Series Autoencoders,"['Time-Series', 'Autoencoders', 'Representation Learning', 'Self-Supervised Learning']","[5, 5, 3, 3]","[2, 3, 5, 4]",1,"[546, 574, 793, 896]",
sO1QiAftQFv,E3Bind: An End-to-End Equivariant Network for Protein-Ligand Docking,"['protein-ligand docking', 'end-to-end training', 'iterative refinement framework', 'geometric deep learning']","[3, 3, 5, 3]","[5, 4, 5, 4]",1,"[910, 683, 382, 305]",
NhR0jUSuelq,Improving Model Consistency of Decentralized Federated Learning via Sharpness Aware Minimization and Multiple Gossip Approaches,[],"[5, 5, 6]","[3, 4, 2]",0,"[606, 666, 387]",Reject
xjxUjHa_Wpa,VA-DepthNet: A Variational Approach to Single Image Depth Prediction,"['Single Image Depth Estimation', 'Variational Approach.']","[5, 6, 3]","[4, 4, 5]",0,"[330, 468, 389]",Reject
_CDixzkzeyb,Prompt-to-Prompt Image Editing with Cross-Attention Control,"['Image generation', 'Image editing', 'Diffusion models', 'Attention layer', 'Computer vision', 'Machine learning']","[3, 3, 3, 3]","[4, 4, 4, 3]",0,"[593, 466, 505, 740]",Reject
Q-WfHzmiG9m,Exact Group Fairness Regularization via Classwise Robust Optimization,"['Group Fairness', 'DRO']","[5, 5, 5, 6]","[3, 3, 4, 2]",0,"[174, 414, 497, 280]",Reject
3lge0p5o-M-,DiffEdit: Diffusion-based semantic image editing with mask guidance,"['computer vision', 'image editing', 'diffusion models']","[6, 8, 5]","[3, 4, 4]",0,"[218, 247, 370]",Accept: notable-top-25%
uagC-X9XMi8,Are More Layers Beneficial to Graph Transformers?,"['Transformer', 'Graph Representation', 'Depth']","[6, 6, 8]","[3, 4, 3]",0,"[323, 251, 551]",Accept: poster
u9sFrzSBRK8,Learning Combinatorial Node Labeling Algorithms,"['graph learning', 'reinforcement learning', 'combinatorial optimization']","[3, 3, 3, 3]","[4, 2, 3, 4]",0,"[667, 266, 682, 757]",Reject
_QLsH8gatwx,Simplicial Hopfield networks,"['Hopfield network', 'associative memory', 'attention', 'computational neuroscience', 'simplicial complex', 'topology', 'memory capacity']","[6, 5, 3]","[3, 4, 4]",0,"[155, 281, 374]",Reject
2nLeOOfAjK,Versatile Neural Processes for Learning Implicit Neural Representations,"['Implicit Neural Representations', 'Neural Processes', 'Variational Inference']","[8, 8, 6]","[3, 3, 3]",0,"[225, 251, 423]",Accept: poster
WyXH_H0Pdtv,DEEP ACCURATE SOLVER FOR THE GEODESIC PROBLEM,"['Geodesic distance', 'Geometric Deep learning.']","[5, 5, 5]","[3, 4, 3]",0,"[374, 365, 718]",Reject
9_pgtXEB652,PBFormer: Capturing Complex Scene Text Shape with Polynomial Band Transformer,"['Complex Shape Text Detection', 'Text Representation', 'Transformer', 'Computer Vision', 'Application']","[5, 5, 8, 5]","[2, 3, 4, 3]",0,"[191, 448, 348, 650]",Reject
ymFhZxw70uz,Classically Approximating Variational Quantum Machine Learning with Random Fourier Features,"['Quantum Machine Learning', 'Variational Quantum Circuits', 'Random Fourier Features', 'Kernel Approximation', 'Quantum Computing']","[8, 8, 6]","[3, 3, 4]",0,"[290, 556, 684]",Accept: poster
LGkmUauBUL,Distributional Meta-Gradient Reinforcement Learning,"['Reinforcement Learning', 'Meta Learning']","[6, 10, 8, 8]","[3, 4, 2, 3]",0,"[182, 552, 467, 163]",Accept: notable-top-25%
fKuGCzLoje,Towards A Unified Policy Abstraction Theory and Representation Learning Approach in Markov Decision Processes,[],"[8, 6, 6, 5]","[3, 5, 4, 4]",0,"[173, 838, 359, 227]",Accept: poster
ytLA65K3xJ,CENTROID-BASED JOINT REPRESENTATION FOR HUMAN POSE ESTIMATION AND INSTANCE SEGMENTATION,"['Representation Learning', 'Pose Estimation', 'Instance Segmentation', 'Clustering', 'Feature Extraction']","[8, 8, 8, 8]","[3, 4, 2, 4]",0,"[477, 256, 377, 584]",Accept: notable-top-5%
1-B8dz847_,Pairwise Confidence Difference on Unlabeled Data is Sufficient for Binary Classification,"['Weakly supervised learning', 'binary classification', 'unbiased risk estimator']","[8, 6, 8, 8]","[4, 4, 2, 4]",0,"[448, 564, 413, 651]",Accept: poster
4JoV9g5R1M,Emergent Communication with Attention,"['emergent communication', 'attention mechanism', 'compositionality', 'interpretability']","[3, 6, 3, 3]","[4, 4, 4, 3]",1,"[482, 211, 519, 333]",
v61jhmI2zz,Discovering Bugs in Vision Models using Off-the-shelf Image Generation and Captioning,"['robustness', 'failure discovery']","[3, 1, 3, 3]","[4, 4, 3, 4]",1,"[329, 794, 514, 335]",
zaEiQ2dgLv,MetaFS: An Effective Wrapper Feature Selection via Meta Learning,"['Meta Learning', 'feature selection']","[5, 3, 5]","[3, 4, 3]",0,"[203, 698, 167]",Reject
F5uYcwABMu,"Same Pre-training Loss, Better Downstream: Implicit Bias Matters for Language Models","['Language Modeling', 'Implicit Bias']","[6, 8, 5, 6]","[4, 4, 4, 4]",0,"[133, 339, 535, 725]",Accept: notable-top-25%
-XC_lMynIT,Signal to Sequence Attention-Based Multiple Instance Network for Segmentation Free Inference of RNA Modifications,"['Multiple Instance Learning', 'Deep Learning', 'RNA Modification', 'Computational Biology']","[8, 8, 8, 8]","[4, 4, 4, 4]",0,"[517, 514, 477, 501]",Accept: notable-top-25%
cwf7nnoK5o,Interval-based Offline Policy Evaluation without Sufficient Exploration or Realizability,"['Offline policy evaluation', 'marginal importance sampling', 'offline reinforcement learning']","[3, 5, 6, 5]","[4, 4, 4, 3]",0,"[361, 307, 721, 383]",Reject
lRdhvzMpVYV,A Differential Geometric View and Explainability of GNN on Evolving Graphs,[],"[5, 3, 6, 8]","[4, 4, 3, 4]",0,"[537, 329, 124, 262]",Reject
7L2mgi0TNEP,$\rm A^2Q$: Aggregation-Aware Quantization for Graph Neural Networks,"['Graph Neural Networks', 'MPNN framework', 'Mixed-precision', 'Quantization']","[6, 6, 6]","[3, 4, 5]",0,"[562, 388, 175]",Accept: poster
WFBksaezAs,Multi-Prompt Alignment for Multi-source Unsupervised Domain Adaptation,[],"[5, 3, 3]","[4, 5, 3]",1,"[273, 465, 221]",
rFQfjDC9Mt,Clean-image Backdoor: Attacking Multi-label Models with Poisoned Labels Only,[],"[6, 8, 6, 6]","[3, 3, 3, 3]",0,"[296, 395, 613, 495]",Accept: poster
rPqxwpEm7M,Dense Correlation Fields for Motion Modeling in Action Recognition,"['Action recognition', 'Motion modeling', 'Video understanding']","[6, 3, 3]","[4, 3, 4]",1,"[492, 266, 614]",
pfuqQQCB34,"Variance Reduction is an Antidote to Byzantines: Better Rates, Weaker Assumptions and Communication Compression as a Cherry on the Top","['byzantine robustness', 'variance reduction', 'communication compression']","[3, 6, 6, 3]","[4, 3, 2, 4]",0,"[295, 198, 218, 425]",Reject
kzqRIEHBgH,What's Behind the Mask: Estimating Uncertainty in Image-to-Image Problems,"['uncertainty estimation', 'image-to-image']","[3, 6, 3, 5]","[3, 4, 4, 4]",1,"[943, 724, 453, 483]",
4RwkbKZhGV,A Time-Consistency Curriculum for Learning from Instance-Dependent Noisy Labels,[],"[5, 8, 8, 8]","[5, 4, 4, 5]",0,"[438, 487, 779, 770]",Accept: poster
3vOtC1t1kF,Efficient Personalized Federated Learning via Sparse Model-Adaptation,"['Efficient Federated Learning', 'Personalization', 'Sparse Model-Adaptation']","[8, 6, 6]","[3, 4, 3]",0,"[445, 607, 304]",Accept: poster
3eQEil044E,Momentum Tracking: Momentum Acceleration for Decentralized Deep Learning on Heterogeneous Data,"['Decentralized Optimization', 'Non-Convex Stochastic Optimization', 'Momentum Acceleration']","[6, 5, 6, 5]","[3, 3, 4, 3]",0,"[466, 272, 447, 738]",Reject
yCtxVkTaXg,Deep Graph-Level Orthogonal Hypersphere Compression for Anomaly Detection,['Unsupervised learning'],"[5, 6, 5, 8, 5]","[4, 3, 3, 2, 2]",0,"[1178, 1001, 362, 251, 335]",Accept: poster
tF_iDkYA_Z5,Gradient Deconfliction via Orthogonal Projections onto Subspaces For Multi-task Learning,"['multi-task learning', 'deep learning']","[5, 6, 6, 3]","[3, 4, 4, 4]",0,"[211, 645, 249, 439]",Reject
BGvOEUEMBzE,Pareto Optimization for Active Learning under Out-of-Distribution Data Scenarios,"['active learning', 'pareto optimization', 'out-of-distribution']","[5, 5, 5, 5]","[4, 3, 4, 4]",1,"[740, 442, 387, 351]",
btmflCmNxDl,Self-Consistent Learning: Cooperation between Generators and Discriminators,"['Cooperative Closed-loop Training', 'Language Modeling', 'Sentence Semantic Matching']","[6, 3, 3]","[5, 4, 5]",0,"[407, 494, 651]",Reject
Sc3Ylriwp4,Learning Dynamical Characteristics with Neural Operators for Data Assimilation,"['AI for science', 'data assimilation', 'generative models']","[5, 6, 8, 8]","[3, 1, 2, 3]",0,"[481, 176, 328, 358]",Accept: poster
9KmnrUpU2DG,Lost Domain Generalization Is a Natural Consequence of Lack of Training Domains,"['Domain Generalization', 'Domain Complexity']","[6, 6, 6, 6]","[2, 2, 2, 4]",0,"[441, 585, 194, 322]",Accept: poster
m1oqEOAozQU,Graph Neural Networks for Link Prediction with Subgraph Sketching,"['Graph Neural Networks', 'Link Prediction', 'Data Sketching']","[5, 3, 1]","[4, 4, 3]",1,"[804, 546, 94]",
